page_id,type,slug,target_keyword,volume,kd,cluster,meta_title,word_count_target,internal_links_to,phase,status,notes
P142,tax-answer,/tax-answers/is-car-loan-interest-tax-deductible/,is car loan interest tax deductible,700,6,deductions,"Is Car Loan Interest Tax Deductible? (Business Use Only)",450,"/tax-answers/is-car-insurance-tax-deductible/|/tax-answers/job-expenses-w2-income/|/tax-answers/unreimbursed-employee-expenses/",3,build,KD 6. Personal car loans: not deductible. Business use: deductible. Connects car tax cluster.
P143,tax-answer,/tax-answers/nevada-modified-business-tax/,nevada modified business tax,800,4,state-tax,"Nevada Modified Business Tax: Rate, Exemptions, and Filing",550,"/tax-answers/alabama-business-privilege-tax/|/tax-answers/business-activity-code-lookup/|/tax-answers/tax-compliance/",3,build,KD 4. Expands state business tax cluster.
P144,tax-answer,/tax-answers/how-long-does-it-take-to-approve-tax-refund/,how long does it take to approve tax refund,600,10,irs-refunds,"How Long Does It Take to Approve a Tax Refund? (IRS Timeline 2025)",450,"/tax-answers/how-long-tax-refund-show-bank-account/|/tax-answers/irs-treas-310-tax-ref/|/tax-answers/why-is-receiving-large-tax-refund-bad/",3,build,KD 10. Companion to P020 (bank appearance). This covers approval timing. Bidirectional.
P145,tax-answer,/tax-answers/where-is-my-amended-return/,where's my amended return refund,800,0,irs-refunds,"Where Is My Amended Return? How to Track It on the IRS Website",500,"/tax-answers/how-long-tax-refund-show-bank-account/|/tax-answers/irs-treas-310-tax-ref/|/tax-answers/important-tax-dates/",3,build,KD 0. IRS 'Where's My Amended Return' tool. Easy win.
P146,tax-answer,/tax-answers/i-received-state-refund-but-not-federal/,i received my state refund but not federal,700,0,irs-refunds,"Received State Refund but Not Federal? Why This Happens and What to Do",450,"/tax-answers/how-long-tax-refund-show-bank-account/|/tax-answers/irs-treas-310-tax-ref/|/tax-answers/irs-treas-310/",3,build,KD 0. Common anxious query in April/May. Easy featured snippet.
P147,tax-answer,/tax-answers/what-is-1099-int/,1099-int,5200,17,irs-forms,"Form 1099-INT: What It Is and How to Report Interest Income",600,"/tax-answers/taxable-interest/|/tax-answers/tax-exempt-interest-income/|/tax-answers/backup-withholding/",2,build,"NOTE: KD 17 — slightly above our usual threshold but 5,200 volume. Include because interest income cluster needs this page."
P148,tax-answer,/tax-answers/what-is-backup-withholding-tax/,what is backup withholding tax,600,7,income-concepts,"What Is Backup Withholding Tax? (Same as Backup Withholding — Clarified)",400,"/tax-answers/backup-withholding/|/tax-answers/what-is-backup-withholding/|/tax-answers/am-i-subject-to-backup-withholding/",3,build,Short disambiguation page. Links to main backup withholding pages.
P149,tax-answer,/tax-answers/tax-warrant-meaning/,tax warrant meaning,150,0,specialty-tax,"Tax Warrant Meaning: What It Is and What Happens Next",450,"/tax-answers/state-tax-levy/|/tax-answers/tax-compliance/|/tax-answers/cp2000-response-letter/",3,build,"KD 0, low volume but TaxGPT has featured snippet. Easy to compete."
P150,tax-answer,/tax-answers/is-hazard-insurance-tax-deductible/,is hazard insurance tax deductible,500,1,insurance-deductions,"Is Hazard Insurance Tax Deductible? (Personal vs. Rental Property)",450,"/tax-answers/is-homeowners-insurance-tax-deductible/|/tax-answers/is-home-insurance-tax-deductible/|/tax-answers/are-long-term-care-premiums-tax-deductible/",3,build,"KD 1 — TaxGPT has featured snippet at position 1. We can compete."
P151,tax-answer,/tax-answers/afr-rate/,afr rate,1700,5,income-concepts,"AFR Rate: Current Applicable Federal Rate (Updated Monthly)",500,"/tax-answers/afr-rates/|/tax-answers/applicable-federal-rate/|/tax-answers/",3,build,Companion to P023. Different phrasing. Bidirectional link. UPDATE monthly with new IRS rate.
P152,tax-answer,/tax-answers/applicable-federal-rate/,applicable federal rate,4200,12,income-concepts,"Applicable Federal Rate (AFR): What It Is and Where to Find It",550,"/tax-answers/afr-rates/|/tax-answers/afr-rate/|/tax-answers/",3,build,Third AFR page — closes cluster. Different phrasing targeting 4200 vol.
P153,tax-answer,/tax-answers/guaranteed-payments-partnership/,guaranteed payments,800,3,business-self-employed,"Guaranteed Payments to Partners: Tax Treatment and Schedule K-1",600,"/tax-answers/do-partnerships-get-1099/|/tax-answers/portfolio-income/|/tax-answers/business-activity-code-lookup/",3,build,Duplicate of P135 in schedule — this is the correct slug used in schedule.
P154,tax-answer,/tax-answers/sdi-tax-california/,sdi tax california,900,0,state-tax,"SDI Tax California: 2025 Rate and Who Pays State Disability Insurance",450,"/tax-answers/sdi-tax/|/tax-answers/what-is-sdi-tax/|/tax-answers/california-sdi-tax/",3,build,KD 0. Final CA SDI variation — closes cluster.
P155,tax-answer,/tax-answers/union-dues-tax-deductible/,union dues tax deductible,900,0,deductions,"Union Dues Tax Deductible: Federal vs State Rules (2025)",450,"/tax-answers/are-union-dues-tax-deductible/|/tax-answers/unreimbursed-employee-expenses/|/tax-answers/",3,build,KD 0. Companion phrasing to P007. Short page links to main union dues page.
P156,tax-answer,/tax-answers/what-is-a-1099-c-form/,1099 c form,2000,9,irs-forms,"What Is a 1099-C Form? Cancellation of Debt Tax Rules",550,"/tax-answers/1099c-form/|/tax-answers/do-llc-get-1099/|/tax-answers/backup-withholding/",3,build,Companion to P031 — different phrasing. 2000 vol KD 9.
