page_id,type,slug,full_url,target_keyword,volume,kd,cluster,meta_title,meta_description_hint,word_count_target,schema_types,internal_links_to,internal_links_from,phase,week,status
P052,guide,/guides/backup-withholding/,https://supatax.ai/guides/backup-withholding/,backup withholding,13000,10,income-concepts,"Backup Withholding: Complete IRS Guide (2025)","Everything about backup withholding — what triggers it, the 24% rate, how to stop it, and what forms to file.",2500,Article|FAQPage|BreadcrumbList,/tax-answers/backup-withholding/|/tax-answers/what-is-backup-withholding/|/tax-answers/backup-withholding-meaning/|/tax-answers/taxable-interest/,/tax-answers/backup-withholding/|/tax-answers/what-is-backup-withholding/,2,4,build
P053,guide,/guides/homeowner-tax-deductions/,https://supatax.ai/guides/homeowner-tax-deductions/,is homeowners insurance tax deductible,3000,2,insurance-deductions,"Homeowner Tax Deductions: Complete Guide for 2025","Every tax deduction available to homeowners — mortgage interest, property tax, home office, closing costs, and more.",2500,Article|FAQPage|BreadcrumbList,/tax-answers/is-homeowners-insurance-tax-deductible/|/tax-answers/is-home-insurance-tax-deductible/|/tax-answers/is-mortgage-insurance-tax-deductible/|/tax-answers/are-closing-costs-tax-deductible/,/tax-answers/is-homeowners-insurance-tax-deductible/|/tax-answers/are-closing-costs-tax-deductible/,2,5,build
P054,guide,/guides/medicare-social-security-tax/,https://supatax.ai/guides/medicare-social-security-tax/,what is medicare tax,4200,3,income-concepts,"Medicare & Social Security Tax: Complete 2025 Guide","Complete breakdown of Medicare tax (1.45%/2.9%), Social Security tax (6.2%/12.4%), IRMAA surcharges, and state exemptions.",2500,Article|FAQPage|BreadcrumbList,/tax-answers/what-is-medicare-tax/|/tax-answers/are-medicare-premiums-tax-deductible/|/tax-answers/sdi-tax/|/tax-answers/are-disability-benefits-taxable/,/tax-answers/what-is-medicare-tax/|/tax-answers/are-medicare-premiums-tax-deductible/,2,5,build
P055,guide,/guides/california-tax-guide/,https://supatax.ai/guides/california-tax-guide/,california capital gains tax,4500,4,state-tax,"California Tax Guide 2025: Capital Gains, Social Security, Inheritance & More","Comprehensive guide to California state taxes — capital gains rates, Social Security exemption, SDI, inheritance tax, and Prop 19.",3000,Article|FAQPage|BreadcrumbList,/tax-answers/california-capital-gains-tax/|/tax-answers/does-california-tax-social-security/|/tax-answers/inheritance-tax-california/|/tax-answers/prop-19-loopholes/|/tax-answers/sdi-tax/,/tax-answers/california-capital-gains-tax/|/tax-answers/does-california-tax-social-security/,3,7,build
P056,guide,/guides/child-tax-benefits/,https://supatax.ai/guides/child-tax-benefits/,if you pay child support can you claim the child on your taxes 2026,2900,12,child-family,"Child-Related Tax Benefits 2025: Dependents, Child Support & Credits","Who can claim a child, how child support affects taxes, qualifying child rules, child tax credit, and head of household filing status.",2500,Article|FAQPage|BreadcrumbList,/tax-answers/if-i-pay-child-support-can-i-claim-my-child-on-taxes/|/tax-answers/can-father-claim-child-on-taxes/|/tax-answers/qualifying-widower/|/tax-answers/can-you-file-head-of-household-if-married/,/tax-answers/if-i-pay-child-support-can-i-claim-my-child-on-taxes/|/tax-answers/qualifying-widower/,3,8,build
P057,guide,/guides/overlooked-tax-deductions/,https://supatax.ai/guides/overlooked-tax-deductions/,are funeral expenses tax deductible,3900,2,deductions,"25 Overlooked Tax Deductions Most People Miss (2025)","From funeral expenses to job-hunting costs, these are the deductions taxpayers forget every year. Each one explained with IRS form references.",2500,Article|FAQPage|BreadcrumbList,/tax-answers/are-funeral-expenses-tax-deductible/|/tax-answers/are-union-dues-tax-deductible/|/tax-answers/are-gofundme-donations-tax-deductible/|/tax-answers/unreimbursed-employee-expenses/,/tax-answers/are-funeral-expenses-tax-deductible/|/tax-answers/are-union-dues-tax-deductible/,3,8,build
P058,existing-blog,/irs-treas-310-what-does-it-mean/,https://supatax.ai/hello-world/,irs treas 310,0,0,irs-refunds,"Existing Blog: IRS TREAS 310","Existing post — needs internal links added pointing to /tax-answers/irs-treas-310/ and /tax-answers/irs-treas-310-tax-ref/",0,Article,/tax-answers/irs-treas-310-tax-ref/|/tax-answers/how-long-tax-refund-show-bank-account/,,1,1,update-interlinks
P059,existing-blog,/what-is-tax-exempt-interest-income/,https://supatax.ai/what-is-tax-exempt-interest-income/,tax exempt interest income,0,0,income-concepts,"Existing Blog: Tax-Exempt Interest Income","Existing post — needs internal links added pointing to /tax-answers/tax-exempt-interest-income/ and /tax-answers/taxable-interest/",0,Article,/tax-answers/what-is-tax-exempt-interest-income/|/tax-answers/taxable-interest/|/tax-answers/backup-withholding/,,1,1,update-interlinks
P060,existing-blog,/does-florida-tax-social-security/,https://supatax.ai/does-florida-tax-social-security-why-retirees-love-the-sunshine-state/,capital gains tax florida,0,0,state-tax,"Existing Blog: Does Florida Tax Social Security","Existing post — needs internal links to /tax-answers/capital-gains-tax-florida/ and /tax-answers/does-california-tax-social-security/",0,Article,/tax-answers/capital-gains-tax-florida/|/tax-answers/does-california-tax-social-security/|/tax-answers/what-is-medicare-tax/,,1,1,update-interlinks
P061,existing-blog,/how-to-calculate-tax-life-insurance/,https://supatax.ai/how-to-calculate-tax-on-life-insurance-cash-surrender-value-complete-guide-with-examples-and-irs-insights/,life insurance tax,0,0,income-concepts,"Existing Blog: Life Insurance Tax","Existing post — needs internal links to income/deduction pages",0,Article,/tax-answers/are-disability-benefits-taxable/|/tax-answers/is-severance-pay-taxable/,,1,1,update-interlinks
